Zip,City,State,Lat,Long
93761,Fresno,CA,36.746375,-119.639658
94931,Cotati,CA,38.328614,-122.71044
95322,Gustine,CA,37.187494,-121.03232
90038,Los Angeles,CA,34.089459,-118.3285
90063,Los Angeles,CA,34.045161,-118.1865
92709,Irvine,CA,33.640302,-117.769442
93492,Morro Bay,CA,35.372861,-120.859391
94175,San Francisco,CA,37.784827,-122.727802
95592,Vallejo,CA,38.098737,-122.271251
93701,Fresno,CA,36.749444,-119.78872
94295,Sacramento,CA,38.377411,-121.444429
92693,San Juan Capistrano,CA,33.555323,-117.564
93140,Santa Barbara,CA,34.262834,-119.848555
93255,Onyx,CA,35.666835,-118.01701
93465,Templeton,CA,35.54464,-120.72428
94160,San Francisco,CA,37.784827,-122.727802
94164,San Francisco,CA,37.784827,-122.727802
95383,Twain Harte,CA,38.055888,-120.23002
95665,Pine Grove,CA,38.40097,-120.64952
90301,Inglewood,CA,33.955913,-118.35868
92543,Hemet,CA,33.73542,-116.97401
92837,Fullerton,CA,33.640302,-117.769442
95965,Oroville,CA,39.558586,-121.58923
95655,Mather,CA,38.558073,-121.28737
91189,Pasadena,CA,33.786594,-118.298662
93099,Simi Valley,CA,34.032383,-119.1343
90845,Long Beach,CA,33.786594,-118.298662
92114,San Diego,CA,32.706954,-117.0542
95692,Wheatland,CA,39.030716,-121.43497
95826,Sacramento,CA,38.550098,-121.37492
93458,Santa Maria,CA,34.956344,-120.45243
93215,Delano,CA,35.774967,-119.23371
94973,Woodacre,CA,38.007639,-122.63914
93308,Bakersfield,CA,35.487491,-119.00896
93611,Clovis,CA,36.840057,-119.66107
94131,San Francisco,CA,37.741797,-122.4378
94249,Sacramento,CA,38.377411,-121.444429
96062,Millville,CA,40.577799,-122.10148
93110,Santa Barbara,CA,34.439579,-119.76788
95005,Ben Lomond,CA,37.084347,-122.08524
95337,Manteca,CA,37.782332,-121.23578
91077,Arcadia,CA,33.786594,-118.298662
92840,Garden Grove,CA,33.785166,-117.93406
92583,San Jacinto,CA,33.788491,-116.95125
91115,Pasadena,CA,33.786594,-118.298662
94089,Sunnyvale,CA,37.406289,-122.00838
95134,San Jose,CA,37.412539,-121.94461
92320,Calimesa,CA,33.984551,-117.03767
92410,San Bernardino,CA,34.106965,-117.2975
95373,Standard,CA,37.986377,-120.241412
90842,Long Beach,CA,33.786594,-118.298662
92158,San Diego,CA,33.016928,-116.846046
93207,California Hot Springs,CA,35.87137,-118.6821
96094,Weed,CA,41.460403,-122.38544
93772,Fresno,CA,36.746375,-119.639658
95064,Santa Cruz,CA,37.000199,-122.06026
90220,Compton,CA,33.890566,-118.23666
95358,Modesto,CA,37.622898,-121.05181
92553,Moreno Valley,CA,33.923243,-117.24211
91302,Calabasas,CA,34.133513,-118.66464
92220,Banning,CA,33.920803,-116.87897
95637,Guinda,CA,38.830508,-122.19944
95977,Smartville,CA,39.19322,-121.28975
96121,Milford,CA,40.169038,-120.37815
90065,Los Angeles,CA,34.107559,-118.22663
93303,Bakersfield,CA,35.294405,-118.905173
93915,Salinas,CA,36.35433,-121.132928
93925,Chualar,CA,36.581329,-121.46597
90502,Torrance,CA,33.833416,-118.29198
92022,El Cajon,CA,33.016928,-116.846046
95318,El Portal,CA,37.673629,-119.81305
90847,Long Beach,CA,33.786594,-118.298662
92501,Riverside,CA,33.991181,-117.37074
92539,Anza,CA,33.55055,-116.67362
92880,Corona,CA,33.903803,-117.60221
92024,Encinitas,CA,33.053092,-117.26855
93035,Oxnard,CA,34.179304,-119.22189
94406,San Mateo,CA,37.381144,-122.334825
94589,Vallejo,CA,38.152068,-122.25074
95240,Lodi,CA,38.12463,-121.25039
92519,Riverside,CA,33.752886,-116.055617
93714,Fresno,CA,36.746375,-119.639658
92610,Foothill Ranch,CA,33.685479,-117.6669
90069,West Hollywood,CA,34.090975,-118.3813
95445,Gualala,CA,38.813417,-123.55762
95482,Ukiah,CA,39.154946,-123.20088
95680,Ryde,CA,38.232898,-121.568427
90311,Inglewood,CA,33.786594,-118.298662
92346,Highland,CA,34.12716,-117.20073
94114,San Francisco,CA,37.758434,-122.43512
95425,Cloverdale,CA,38.795668,-122.997
92856,Orange,CA,33.640302,-117.769442
95139,San Jose,CA,37.226194,-121.76514
90095,Los Angeles,CA,33.786594,-118.298662
95011,Campbell,CA,37.189396,-121.705327
95827,Sacramento,CA,38.566506,-121.32515
92112,San Diego,CA,33.016928,-116.846046
92104,San Diego,CA,32.742892,-117.12774
92599,Perris,CA,33.752886,-116.055617
92508,Riverside,CA,33.890313,-117.32122
92662,Newport Beach,CA,33.606271,-117.89243
93023,Ojai,CA,34.456957,-119.25307
93240,Lake Isabella,CA,35.617148,-118.45299
95210,Stockton,CA,38.025086,-121.29722
93101,Santa Barbara,CA,34.420163,-119.7065
93385,Bakersfield,CA,35.294405,-118.905173
93616,Del Rey,CA,36.657266,-119.59309
94511,Bethel Island,CA,38.040395,-121.63852
96124,Calpine,CA,39.663242,-120.43806
90822,Long Beach,CA,33.776094,-118.11848
94976,Corte Madera,CA,38.068036,-122.740988
91205,Glendale,CA,34.138514,-118.243
91388,Van Nuys,CA,33.786594,-118.298662
94546,Castro Valley,CA,37.702063,-122.07934
93242,Laton,CA,36.43465,-119.71753
94254,Sacramento,CA,38.377411,-121.444429
95249,San Andreas,CA,38.192823,-120.64285
95532,Crescent City,CA,41.852985,-124.15721
93759,Fresno,CA,36.746375,-119.639658
93923,Carmel,CA,36.517261,-121.89436
94618,Oakland,CA,37.843726,-122.24369
95013,Coyote,CA,37.189396,-121.705327
95673,Rio Linda,CA,38.688069,-121.44874
96010,Big Bar,CA,40.723792,-123.34016
96069,Oak Run,CA,40.705474,-122.021
93002,Ventura,CA,34.032383,-119.1343
92138,San Diego,CA,33.016928,-116.846046
92312,Barstow,CA,34.201638,-116.906215
95051,Santa Clara,CA,37.346241,-121.9846
91947,Lincoln Acres,CA,33.016928,-116.846046
94549,Lafayette,CA,37.895695,-122.11785
95236,Linden,CA,38.018456,-121.05675
95612,Clarksburg,CA,38.383366,-121.57819
95916,Berry Creek,CA,39.661519,-121.38193
90045,Los Angeles,CA,33.960041,-118.3949
90099,Los Angeles,CA,33.786594,-118.298662
92162,San Diego,CA,33.016928,-116.846046
92167,San Diego,CA,33.016928,-116.846046
92412,San Bernardino,CA,34.839964,-115.967051
93447,Paso Robles,CA,35.664837,-120.64542
95317,El Nido,CA,37.127525,-120.50574
90040,Los Angeles,CA,33.997492,-118.15284
90249,Gardena,CA,33.899265,-118.319
90631,La Habra,CA,33.934513,-117.95159
92253,La Quinta,CA,33.675373,-116.29649
92282,White Water,CA,33.941487,-116.64506
93614,Coarsegold,CA,37.206505,-119.7207
93712,Fresno,CA,36.746375,-119.639658
95007,Brookdale,CA,37.10548,-122.1047
96154,South Lake Tahoe,CA,38.87529,-120.0188
90801,Long Beach,CA,33.804309,-118.200957
91040,Sunland,CA,34.261221,-118.31887
93380,Bakersfield,CA,35.294405,-118.905173
92163,San Diego,CA,33.016928,-116.846046
92172,San Diego,CA,33.016928,-116.846046
92276,Thousand Palms,CA,33.821318,-116.38023
94948,Novato,CA,38.148858,-122.573745
91401,Van Nuys,CA,34.176505,-118.43308
93301,Bakersfield,CA,35.381408,-119.01935
93720,Fresno,CA,36.865587,-119.75917
90605,Whittier,CA,33.945413,-118.03362
90712,Lakewood,CA,33.851965,-118.1468
91749,La Puente,CA,33.786594,-118.298662
94031,Millbrae,CA,37.381144,-122.334825
94970,Stinson Beach,CA,37.903396,-122.65043
90031,Los Angeles,CA,34.07871,-118.2161
91206,Glendale,CA,34.156674,-118.22937
92661,Newport Beach,CA,33.601822,-117.89966
90716,Hawaiian Gardens,CA,33.828565,-118.07364
95269,Stockton,CA,37.889849,-121.253872
92161,San Diego,CA,32.871846,-117.229119
94152,San Francisco,CA,37.784827,-122.727802
94569,Port Costa,CA,38.04337,-122.18994
94666,Oakland,CA,37.680181,-121.921498
91023,Mount Wilson,CA,33.786594,-118.298662
92251,Imperial,CA,32.853471,-115.58942
94802,Richmond,CA,37.777208,-121.955399
90665,Pico Rivera,CA,33.786594,-118.298662
94403,San Mateo,CA,37.539686,-122.30266
96158,South Lake Tahoe,CA,38.898142,-119.998419
94964,San Quentin,CA,37.943365,-122.49029
92028,Fallbrook,CA,33.380359,-117.20605
92196,San Diego,CA,33.016928,-116.846046
95171,San Jose,CA,37.189396,-121.705327
95609,Carmichael,CA,38.650335,-121.327214
93604,Bass Lake,CA,37.364625,-119.51261
90265,Malibu,CA,34.051056,-118.80768
92555,Moreno Valley,CA,33.922823,-117.16837
93006,Ventura,CA,34.032383,-119.1343
95321,Groveland,CA,37.840248,-120.04541
95978,Stirling City,CA,39.904478,-121.52805
91372,Calabasas,CA,33.786594,-118.298662
91396,Winnetka,CA,33.786594,-118.298662
94245,Sacramento,CA,38.377411,-121.444429
90293,Playa Del Rey,CA,33.957012,-118.44167
95431,Eldridge,CA,38.347913,-122.51753
95914,Bangor,CA,39.425854,-121.35852
93633,Kings Canyon National Pk,CA,36.734051,-118.958777
94020,La Honda,CA,37.28842,-122.22457
95119,San Jose,CA,37.232244,-121.79092
95404,Santa Rosa,CA,38.457611,-122.69317
95426,Cobb,CA,38.835146,-122.72234
95452,Kenwood,CA,38.414061,-122.54668
95525,Blue Lake,CA,40.907437,-123.88348
95735,Twin Bridges,CA,38.805745,-120.13213
95570,Trinidad,CA,41.081726,-124.13112
91307,West Hills,CA,34.197737,-118.64797
92132,San Diego,CA,32.643703,-117.138414
92416,San Bernardino,CA,34.839964,-115.967051
91358,Thousand Oaks,CA,34.032383,-119.1343
91896,Alhambra,CA,33.786594,-118.298662
92652,Laguna Beach,CA,33.640302,-117.769442
93794,Fresno,CA,36.746375,-119.639658
95726,Pollock Pines,CA,38.749713,-120.53386
93032,Oxnard,CA,34.032383,-119.1343
96063,Mineral,CA,40.371043,-121.58245
94045,Pacifica,CA,37.381144,-122.334825
95305,Big Oak Flat,CA,37.824554,-120.25764
91733,South El Monte,CA,34.05051,-118.04834
95517,Diamond Springs,CA,38.692808,-120.818771
96160,Truckee,CA,39.3781,-120.186383
95128,San Jose,CA,37.316983,-121.93555
91116,Pasadena,CA,33.786594,-118.298662
92517,Riverside,CA,33.752886,-116.055617
92365,Newberry Springs,CA,34.896333,-116.63644
94146,San Francisco,CA,37.784827,-122.727802
94165,San Francisco,CA,37.784827,-122.727802
94271,Sacramento,CA,38.377411,-121.444429
92324,Colton,CA,34.061931,-117.31995
95120,San Jose,CA,37.213624,-121.85671
90005,Los Angeles,CA,34.058911,-118.30848
95605,West Sacramento,CA,38.592155,-121.52805
95130,San Jose,CA,37.289642,-121.98311
95355,Modesto,CA,37.673513,-120.95566
95980,Storrie,CA,39.918503,-121.337404
90086,Los Angeles,CA,33.786594,-118.298662
92867,Orange,CA,33.811566,-117.82919
96046,Hyampom,CA,40.639108,-123.47525
93265,Springville,CA,36.150892,-118.76204
93433,Grover Beach,CA,35.120934,-120.61952
93219,Earlimart,CA,35.87368,-119.26362
94703,Berkeley,CA,37.862526,-122.27582
95148,San Jose,CA,37.330496,-121.79141
92065,Ramona,CA,33.035844,-116.8513
90003,Los Angeles,CA,33.962714,-118.276
90509,Torrance,CA,33.786594,-118.298662
91423,Sherman Oaks,CA,34.153628,-118.43222
92007,Cardiff By The Sea,CA,33.026742,-117.27816
95493,Witter Springs,CA,39.19607,-122.96649
94155,San Francisco,CA,37.784827,-122.727802
90261,Lawndale,CA,33.895363,-118.37689
91602,North Hollywood,CA,34.152476,-118.36841
93237,Kaweah,CA,36.472713,-118.902899
95114,San Jose,CA,37.189396,-121.705327
95138,San Jose,CA,37.255915,-121.77536
95203,Stockton,CA,37.954823,-121.30735
92629,Dana Point,CA,33.475302,-117.70327
92843,Garden Grove,CA,33.763033,-117.9355
92635,Laguna Hills,CA,33.573176,-117.698173
93009,Ventura,CA,34.356248,-119.146228
93382,Bakersfield,CA,35.294405,-118.905173
90001,Los Angeles,CA,33.972914,-118.24878
91927,La Presa,CA,32.701452,-117.002054
92252,Joshua Tree,CA,34.175926,-116.29137
95338,Mariposa,CA,37.505484,-119.92527
94545,Hayward,CA,37.635582,-122.10418
95443,Glenhaven,CA,39.03276,-122.74082
91384,Castaic,CA,34.478797,-118.65255
93212,Corcoran,CA,36.085342,-119.5548
93541,Lee Vining,CA,37.973204,-119.12029
90067,Los Angeles,CA,34.056709,-118.41183
93643,North Fork,CA,37.232047,-119.52006
91755,Monterey Park,CA,34.05471,-118.11823
91917,Dulzura,CA,32.616539,-116.71187
93705,Fresno,CA,36.786948,-119.82747
94208,Sacramento,CA,38.377411,-121.444429
92273,Seeley,CA,32.792631,-115.69162
92340,Hesperia,CA,34.839964,-115.967051
92544,Hemet,CA,33.708843,-116.90948
91747,La Puente,CA,33.786594,-118.298662
91962,Pine Valley,CA,32.773317,-116.49139
93727,Fresno,CA,36.753177,-119.69703
90049,Los Angeles,CA,34.067409,-118.47528
95518,Arcata,CA,40.881383,-123.984232
95519,Mckinleyville,CA,40.963482,-124.07286
95984,Twain,CA,40.017767,-121.05989
90240,Downey,CA,33.958363,-118.11987
91734,El Monte,CA,33.786594,-118.298662
94234,Sacramento,CA,38.377411,-121.444429
92342,Helendale,CA,34.761696,-117.33444
93016,Fillmore,CA,34.032383,-119.1343
95417,Branscomb,CA,39.670239,-123.64423
91321,Newhall,CA,34.377782,-118.51489
92275,Salton City,CA,33.289347,-115.9565
93744,Fresno,CA,36.746375,-119.639658
94924,Bolinas,CA,37.907675,-122.70201
93381,Bakersfield,CA,35.294405,-118.905173
90507,Torrance,CA,33.786594,-118.298662
94235,Sacramento,CA,38.377411,-121.444429
92145,San Diego,CA,32.889139,-117.100486
93291,Visalia,CA,36.351009,-119.33655
90035,Los Angeles,CA,34.05266,-118.38531
91906,Campo,CA,32.664307,-116.46513
92685,Westminster,CA,33.640302,-117.769442
93707,Fresno,CA,36.746375,-119.639658
93584,Lancaster,CA,33.786594,-118.298662
93927,Greenfield,CA,36.300819,-121.2904
94556,Moraga,CA,37.839426,-122.12426
92227,Brawley,CA,32.98975,-115.50475
93094,Simi Valley,CA,34.032383,-119.1343
93564,Rosamond,CA,34.900151,-118.246691
94572,Rodeo,CA,38.031271,-122.26213
95023,Hollister,CA,36.862243,-121.38006
95668,Pleasant Grove,CA,38.8323,-121.51661
93223,Farmersville,CA,36.300574,-119.20552
96017,Castella,CA,41.109487,-122.33133
92243,El Centro,CA,32.783359,-115.57746
90408,Santa Monica,CA,33.786594,-118.298662
90405,Santa Monica,CA,34.009276,-118.47286
91901,Alpine,CA,32.823102,-116.73864
92111,San Diego,CA,32.804972,-117.16871
93639,Madera,CA,37.160622,-119.945035
93063,Simi Valley,CA,34.279343,-118.69607
96163,Truckee,CA,39.320012,-120.160271
93635,Los Banos,CA,37.048385,-120.86983
91342,Sylmar,CA,34.307877,-118.42904
90402,Santa Monica,CA,34.036759,-118.50121
92021,El Cajon,CA,32.8201,-116.91234
94599,Yountville,CA,38.403011,-122.36228
95241,Lodi,CA,37.889849,-121.253872
91105,Pasadena,CA,34.137857,-118.16329
92646,Huntington Beach,CA,33.666269,-117.9693
95568,Somes Bar,CA,41.455226,-123.47671
92358,Lytle Creek,CA,34.229288,-117.52082
92531,Lake Elsinore,CA,33.752886,-116.055617
90023,Los Angeles,CA,34.023039,-118.20231
92706,Santa Ana,CA,33.765916,-117.88139
93613,Clovis,CA,37.036529,-119.511704
93652,Raisin,CA,36.600348,-119.90272
90021,Los Angeles,CA,34.029313,-118.24182
93435,Harmony,CA,35.508282,-121.03551
93745,Fresno,CA,36.746375,-119.639658
90174,Los Angeles,CA,33.786594,-118.298662
90307,Inglewood,CA,33.786594,-118.298662
91187,Pasadena,CA,33.786594,-118.298662
91748,Rowland Heights,CA,33.985012,-117.89705
92352,Lake Arrowhead,CA,34.25629,-117.19132
93283,Weldon,CA,35.614134,-118.27824
94116,San Francisco,CA,37.743381,-122.48578
95587,Piercy,CA,39.96266,-123.74471
95743,Rancho Cordova,CA,38.377411,-121.444429
91341,San Fernando,CA,33.786594,-118.298662
90012,Los Angeles,CA,34.061611,-118.23944
90251,Hawthorne,CA,33.786594,-118.298662
90637,La Mirada,CA,33.786594,-118.298662
93603,Badger,CA,36.678073,-118.9601
95024,Hollister,CA,36.85443,-121.411909
91322,Newhall,CA,33.786594,-118.298662
92515,Riverside,CA,33.752886,-116.055617
95204,Stockton,CA,37.974273,-121.3147
95828,Sacramento,CA,38.484747,-121.4024
93647,Orosi,CA,36.565252,-119.24273
94933,Forest Knolls,CA,38.012489,-122.68886
90015,Los Angeles,CA,34.038993,-118.26516
93275,Tulare,CA,36.26699,-118.776902
94643,Oakland,CA,37.680181,-121.921498
94949,Novato,CA,38.06317,-122.54111
90296,Playa Del Rey,CA,33.786594,-118.298662
95209,Stockton,CA,38.035499,-121.34378
95231,French Camp,CA,37.882742,-121.27978
95314,Dardanelle,CA,38.033541,-119.92502
95986,Washington,CA,39.340422,-120.79166
91046,Verdugo City,CA,33.786594,-118.298662
95678,Roseville,CA,38.752434,-121.28933
95937,Dunnigan,CA,38.931025,-121.94518
96096,Whitmore,CA,40.63446,-121.91202
91110,Pasadena,CA,33.786594,-118.298662
94038,Moss Beach,CA,37.52489,-122.50991
90209,Beverly Hills,CA,33.786594,-118.298662
94177,San Francisco,CA,37.784827,-122.727802
95433,El Verano,CA,38.313864,-122.513093
91104,Pasadena,CA,34.169356,-118.12392
95471,Rio Nido,CA,38.522499,-122.97967
93429,Casmalia,CA,34.842293,-120.5318
93792,Fresno,CA,36.746375,-119.639658
94278,Sacramento,CA,38.377411,-121.444429
94605,Oakland,CA,37.763028,-122.16305
95372,Soulsbyville,CA,37.991855,-120.25829
90231,Culver City,CA,33.786594,-118.298662
91775,San Gabriel,CA,34.114041,-118.09035
91778,San Gabriel,CA,33.786594,-118.298662
92368,Oro Grande,CA,34.634147,-117.30614
94606,Oakland,CA,37.793177,-122.24352
95124,San Jose,CA,37.256743,-121.92312
93024,Ojai,CA,34.032383,-119.1343
95644,Kit Carson,CA,38.463282,-120.550021
96067,Mount Shasta,CA,41.317771,-122.31207
94044,Pacifica,CA,37.613806,-122.48229
95194,San Jose,CA,37.189396,-121.705327
94519,Concord,CA,37.984271,-122.01437
93067,Summerland,CA,34.421895,-119.60084
96128,Standish,CA,40.34863,-120.4065
95991,Yuba City,CA,39.114138,-121.6196
96053,Mcarthur,CA,40.446063,-120.664132
92648,Huntington Beach,CA,33.673468,-118.00243
90622,Buena Park,CA,33.640302,-117.769442
96129,Beckwourth,CA,39.772064,-120.405095
92373,Redlands,CA,34.034714,-117.17305
94130,San Francisco,CA,37.819423,-122.36966
91795,Walnut,CA,33.786594,-118.298662
92085,Vista,CA,33.016928,-116.846046
94090,Sunnyvale,CA,37.189396,-121.705327
95453,Lakeport,CA,39.051698,-122.92071
95814,Sacramento,CA,38.580255,-121.49125
96135,Vinton,CA,40.02349,-120.79861
90834,Long Beach,CA,33.767817,-118.199401
92561,Mountain Center,CA,33.632049,-116.55878
92862,Orange,CA,33.640302,-117.769442
93960,Soledad,CA,36.41176,-121.32617
94548,Knightsen,CA,37.972622,-121.665205
91131,Pasadena,CA,33.786594,-118.298662
92399,Yucaipa,CA,34.033564,-117.03776
95957,Meridian,CA,39.070323,-121.83065
93225,Frazier Park,CA,34.815266,-119.00404
94244,Sacramento,CA,38.377411,-121.444429
91410,Van Nuys,CA,33.786594,-118.298662
93844,Fresno,CA,36.746375,-119.639658
90094,Los Angeles,CA,33.786594,-118.298662
92683,Westminster,CA,33.751418,-117.99392
95721,Echo Lake,CA,38.823996,-120.05956
91730,Rancho Cucamonga,CA,34.104555,-117.58734
93190,Santa Barbara,CA,34.262834,-119.848555
95746,Granite Bay,CA,38.743811,-121.19013
92614,Irvine,CA,33.680408,-117.82592
94024,Los Altos,CA,37.353741,-122.08717
94263,Sacramento,CA,38.377411,-121.444429
96162,Truckee,CA,39.26599,-120.64145
92168,San Diego,CA,33.016928,-116.846046
94122,San Francisco,CA,37.75838,-122.48478
94309,Palo Alto,CA,37.189396,-121.705327
95528,Carlotta,CA,40.489925,-123.97132
92655,Midway City,CA,33.745166,-117.98569
93390,Bakersfield,CA,35.294405,-118.905173
92564,Murrieta,CA,33.752886,-116.055617
95696,Vacaville,CA,38.34896,-121.908324
96041,Hayfork,CA,40.524496,-123.18307
90079,Los Angeles,CA,33.786594,-118.298662
90670,Santa Fe Springs,CA,33.933551,-118.06821
90742,Sunset Beach,CA,33.718167,-118.07179
91436,Encino,CA,34.155625,-118.48925
91482,Van Nuys,CA,33.786594,-118.298662
91606,North Hollywood,CA,34.185698,-118.38836
93518,Caliente,CA,35.381552,-118.54748
91191,Pasadena,CA,33.786594,-118.298662
92091,Rancho Santa Fe,CA,32.993541,-117.21311
92211,Palm Desert,CA,33.759409,-116.32317
92423,San Bernardino,CA,34.839964,-115.967051
92551,Moreno Valley,CA,33.889035,-117.22046
94017,Daly City,CA,37.381144,-122.334825
95389,Yosemite National Park,CA,37.699662,-119.67529
96071,Old Station,CA,40.646417,-121.4418
91376,Agoura Hills,CA,33.786594,-118.298662
92179,San Diego,CA,32.572602,-116.918724
94141,San Francisco,CA,37.784827,-122.727802
95351,Modesto,CA,37.626067,-120.99955
96132,Termo,CA,40.921124,-120.62265
96161,Truckee,CA,39.339574,-120.22805
94562,Oakville,CA,38.437887,-122.399101
92071,Santee,CA,32.84681,-116.98983
95817,Sacramento,CA,38.551106,-121.45996
95833,Sacramento,CA,38.616891,-121.49623
95190,San Jose,CA,37.189396,-121.705327
94515,Calistoga,CA,38.597907,-122.60952
93218,Ducor,CA,35.842485,-119.01483
93532,Lake Hughes,CA,34.676708,-118.45592
94285,Sacramento,CA,38.377411,-121.444429
95303,Ballico,CA,37.46994,-120.67607
95353,Modesto,CA,37.60396,-120.937052
90230,Culver City,CA,33.997179,-118.40145
92270,Rancho Mirage,CA,33.762944,-116.42249
92327,Daggett,CA,34.866837,-116.86379
95065,Santa Cruz,CA,37.010322,-121.98523
95689,Volcano,CA,38.473857,-120.59421
96056,Mcarthur,CA,41.114424,-121.332
95385,Vernalis,CA,37.609781,-121.26784
95709,Camino,CA,38.748112,-120.67463
94203,Sacramento,CA,38.380456,-121.555406
91031,South Pasadena,CA,33.786594,-118.298662
91380,Santa Clarita,CA,33.786594,-118.298662
94524,Concord,CA,37.777208,-121.955399
95712,Chicago Park,CA,39.167276,-120.964275
90606,Whittier,CA,33.978312,-118.06778
93942,Monterey,CA,36.35433,-121.132928
94110,San Francisco,CA,37.74873,-122.41545
90224,Compton,CA,33.786594,-118.298662
90274,Palos Verdes Peninsula,CA,33.784099,-118.38752
94915,San Rafael,CA,38.07392,-122.55944
95311,Coulterville,CA,37.74614,-120.15123
95323,Hickman,CA,37.6194,-120.7141
95131,San Jose,CA,37.38631,-121.88987
92378,Rimforest,CA,34.839964,-115.967051
95679,Rumsey,CA,38.867147,-122.224813
90711,Lakewood,CA,33.786594,-118.298662
93622,Firebaugh,CA,36.800027,-120.57996
90621,Buena Park,CA,33.875714,-117.99404
93012,Camarillo,CA,34.218756,-118.99213
91316,Encino,CA,34.168753,-118.51636
92086,Warner Springs,CA,33.337152,-116.69355
93922,Carmel,CA,36.543261,-121.926315
92780,Tustin,CA,33.741651,-117.82127
92315,Big Bear Lake,CA,34.241295,-116.90328
93552,Palmdale,CA,34.561207,-118.0375
95212,Stockton,CA,38.038906,-121.24213
95656,Mount Aukum,CA,38.54723,-120.707891
95324,Hilmar,CA,37.400932,-120.87972
95758,Elk Grove,CA,38.406432,-121.43673
91404,Van Nuys,CA,33.786594,-118.298662
90091,Los Angeles,CA,33.786594,-118.298662
95160,San Jose,CA,37.189396,-121.705327
93216,Delano,CA,35.771876,-119.26984
93388,Bakersfield,CA,35.294405,-118.905173
91603,North Hollywood,CA,33.786594,-118.298662
91758,Ontario,CA,34.839964,-115.967051
92083,Vista,CA,33.179587,-117.24461
90292,Marina Del Rey,CA,33.976373,-118.45458
91319,Newbury Park,CA,34.032383,-119.1343
92503,Riverside,CA,33.91355,-117.46052
94211,Sacramento,CA,38.377411,-121.444429
91902,Bonita,CA,32.663803,-117.02456
95901,Marysville,CA,39.15973,-121.53735
94156,San Francisco,CA,37.784827,-122.727802
92616,Irvine,CA,33.640302,-117.769442
96101,Alturas,CA,41.439363,-120.58771
91802,Alhambra,CA,33.786594,-118.298662
95835,Sacramento,CA,38.664824,-121.52061
90210,Beverly Hills,CA,34.088808,-118.40612
91030,South Pasadena,CA,34.112958,-118.15577
92318,Bryn Mawr,CA,34.048544,-117.23274
92338,Ludlow,CA,34.720285,-116.1982
95939,Elk Creek,CA,39.535446,-122.57667
93646,Orange Cove,CA,36.623699,-119.30892
91001,Altadena,CA,34.192102,-118.14206
94592,Vallejo,CA,38.115015,-122.29055
94807,Richmond,CA,37.777208,-121.955399
95328,Keyes,CA,37.5596,-120.9141
92192,San Diego,CA,33.016928,-116.846046
92357,Loma Linda,CA,34.839964,-115.967051
90013,Los Angeles,CA,34.044662,-118.24255
91340,San Fernando,CA,34.284935,-118.43821
91377,Oak Park,CA,34.182875,-118.76893
92096,San Marcos,CA,33.016928,-116.846046
92801,Anaheim,CA,33.844814,-117.95381
93776,Fresno,CA,36.746375,-119.639658
91394,Granada Hills,CA,33.786594,-118.298662
91798,Ontario,CA,34.839964,-115.967051
95492,Windsor,CA,38.54486,-122.80785
95540,Fortuna,CA,40.583488,-124.14367
91308,West Hills,CA,33.786594,-118.298662
95954,Magalia,CA,39.888074,-121.59048
92249,Heber,CA,32.726931,-115.51245
93445,Oceano,CA,35.097599,-120.61327
95159,San Jose,CA,37.189396,-121.705327
92585,Sun City,CA,33.742936,-117.17432
92066,Ranchita,CA,33.209313,-116.54244
92418,San Bernardino,CA,34.839964,-115.967051
92571,Perris,CA,33.822068,-117.21514
95487,Vineburg,CA,38.463088,-122.989975
95950,Grimes,CA,39.070128,-121.8981
94029,Menlo Park,CA,37.381144,-122.334825
94303,Palo Alto,CA,37.449888,-122.12749
95982,Sutter,CA,39.16855,-121.76465
93710,Fresno,CA,36.825582,-119.76358
90011,Los Angeles,CA,34.007063,-118.25868
92002,Carlsbad,CA,33.198032,-117.234701
92841,Garden Grove,CA,33.786915,-117.98224
93711,Fresno,CA,36.831723,-119.83198
95741,Rancho Cordova,CA,38.377411,-121.444429
95922,Camptonville,CA,39.469943,-121.07321
91017,Monrovia,CA,33.786594,-118.298662
92170,San Diego,CA,33.016928,-116.846046
92604,Irvine,CA,33.68762,-117.78852
93102,Santa Barbara,CA,34.262834,-119.848555
95405,Santa Rosa,CA,38.438161,-122.67419
93930,King City,CA,36.21106,-121.05986
94597,Walnut Creek,CA,37.777208,-121.955399
94975,Petaluma,CA,38.463088,-122.989975
95585,Leggett,CA,39.860285,-123.71685
94803,El Sobrante,CA,37.969673,-122.29413
95935,Dobbins,CA,39.381883,-121.21763
95631,Foresthill,CA,39.033312,-120.82172
94230,Sacramento,CA,38.377411,-121.444429
96133,Topaz,CA,38.651141,-119.49874
92815,Anaheim,CA,33.640302,-117.769442
93644,Oakhurst,CA,37.405699,-119.56754
95201,Stockton,CA,37.672196,-121.298794
94925,Corte Madera,CA,37.924242,-122.516
96073,Palo Cedro,CA,40.562648,-122.2255
96095,Whiskeytown,CA,40.607134,-122.54626
95559,Phillipsville,CA,40.196116,-123.77315
95821,Sacramento,CA,38.623304,-121.38181
95945,Grass Valley,CA,39.202725,-121.02076
96120,Markleeville,CA,38.76467,-119.85236
93407,San Luis Obispo,CA,35.347065,-120.455345
93740,Fresno,CA,36.746375,-119.639658
95208,Stockton,CA,37.889849,-121.253872
90008,Los Angeles,CA,34.009754,-118.33705
91495,Sherman Oaks,CA,33.786594,-118.298662
